Timestamp,Type,MMSI,NavigationStatus,TurnRate,SpeedOverGround,PositionAccuracy,Latitude,Longitude,COG,Heading,ROT,ManeuverIndicator
2023-05-25 13:23:04.198433,1,419001575,<NavigationStatus.RestrictedManoeuverability: 3>,<TurnRate.NO_TI_DEFAULT: -128.0>,2.4,True,72.803442,18.831447,39.8,511,38,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:22:55.699141,1,419001575,<NavigationStatus.RestrictedManoeuverability: 3>,<TurnRate.NO_TI_DEFAULT: -128.0>,2.6,True,72.80338,18.831365,44.2,511,29,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:04.818384,1,419001239,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_DEFAULT: -128.0>,5.5,True,72.951808,18.82449,336.6,511,37,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:22:54.339289,1,419001239,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_DEFAULT: -128.0>,5.5,True,72.951913,18.82425,336,511,27,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:07.748025,1,419000341,<NavigationStatus.Undefined: 15>,<TurnRate.NO_TI_RIGHT: 127.0>,4.1,True,72.841192,18.93155,344.8,347,60,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:22:57.808906,1,419000341,<NavigationStatus.Undefined: 15>,<TurnRate.NO_TI_RIGHT: 127.0>,7.3,True,72.841258,18.93132,343.2,345,60,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:09.058062,1,419901255,<NavigationStatus.UnderWaySailing: 8>,<TurnRate.NO_TI_DEFAULT: -128.0>,2.5,False,72.994257,18.732963,149.3,511,43,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:21:30.657038,1,419901255,<NavigationStatus.UnderWaySailing: 8>,<TurnRate.NO_TI_DEFAULT: -128.0>,2.5,False,72.99365,18.73396,152,511,5,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:09.328470,1,419000667,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_LEFT: -127.0>,12.5,False,72.841158,18.840853,307.7,305,43,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:05.088196,1,419000667,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_LEFT: -127.0>,12.7,False,72.841358,18.840708,307.4,305,39,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:09.747787,3,419000341,<NavigationStatus.Undefined: 15>,<TurnRate.NO_TI_RIGHT: 127.0>,4.2,True,72.841183,18.931588,346.6,351,60,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:22:15.802874,3,419000341,<NavigationStatus.Undefined: 15>,<TurnRate.NO_TI_RIGHT: 127.0>,8.2,True,72.841793,18.929802,345.1,346,60,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:12.707641,1,419000391,<NavigationStatus.AtAnchor: 1>,<TurnRate.NO_TI_DEFAULT: -128.0>,3.2,True,72.881287,18.846185,119.5,511,46,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:02.339232,1,419000391,<NavigationStatus.AtAnchor: 1>,<TurnRate.NO_TI_DEFAULT: -128.0>,3,True,72.88112,18.846252,114.2,511,36,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:12.867615,1,353402000,<NavigationStatus.UnderWayUsingEngine: 0>,0,9,True,72.562098,18.709742,10.3,8,45,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:21:54.014837,1,353402000,<NavigationStatus.UnderWayUsingEngine: 0>,0,9.7,True,72.561298,18.70637,11.9,10,26,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:16.380477,1,419001526,<NavigationStatus.UnderWayUsingEngine: 0>,0,5.1,False,72.95431,18.819533,335.3,336,33,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:22:56.192426,1,419001526,<NavigationStatus.UnderWayUsingEngine: 0>,0,5.2,False,72.954498,18.819098,335.2,335,13,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:23.376664,1,419001268,<NavigationStatus.UnderWayUsingEngine: 0>,1,10.3,True,72.5185,18.989183,336,335,58,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:22:44.310232,1,419001268,<NavigationStatus.UnderWayUsingEngine: 0>,2,10.3,True,72.519233,18.987483,336,335,19,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:24.286547,1,419900923,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_DEFAULT: -128.0>,2.8,False,72.963883,18.796537,137.6,511,57,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:13.697485,1,419900923,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_DEFAULT: -128.0>,2.8,False,72.963777,18.796642,138.4,511,46,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:27.326214,1,419000667,<NavigationStatus.UnderWayUsingEngine: 0>,0,12.7,False,72.840203,18.841578,306.9,308,1,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:23.216618,1,419000667,<NavigationStatus.UnderWayUsingEngine: 0>,0,12.4,False,72.84041,18.841428,312.6,306,57,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:30.626049,1,636021344,<NavigationStatus.UnderWayUsingEngine: 0>,0,9.9,False,72.519657,18.933668,161.7,165,3,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:22:59.908721,1,636021344,<NavigationStatus.UnderWayUsingEngine: 0>,0,9.9,False,72.519178,18.935045,161.1,165,32,<ManeuverIndicator.NotAvailable: 0>
